City,Turnover_Rate,Average rent ($),Year,Total_Units,Buy_Price,Intl_Students_Prov
Sainte-Marie,,652.0,2020,,,
Sainte-Marie,,706.0,2021,,,
Sainte-Marie,,767.0,2022,,,
Sainte-Marie,,804.0,2023,,,
Sainte-Marie,,867.0,2024,,,
Sainte-Marie,,965.0,2025,,,
Salaberry-de-Valleyfield,,625.0,2015,,,
Salaberry-de-Valleyfield,,661.0,2016,,,
Salaberry-de-Valleyfield,,655.0,2017,,,
Salaberry-de-Valleyfield,,681.0,2018,,,
Salaberry-de-Valleyfield,,692.0,2019,,,
Salaberry-de-Valleyfield,,725.0,2020,,,
Salaberry-de-Valleyfield,,777.0,2021,,,
Salaberry-de-Valleyfield,,885.0,2022,,,
Salaberry-de-Valleyfield,,944.0,2023,,,
Salaberry-de-Valleyfield,,986.0,2024,,,
Salaberry-de-Valleyfield,,1125.0,2025,,,
Salmon Arm,,812.0,2015,,,
Salmon Arm,,831.0,2016,,,
Salmon Arm,,835.0,2017,,,
Salmon Arm,,845.0,2018,,,
Salmon Arm,,922.0,2019,,,
Salmon Arm,,943.0,2020,,,
Salmon Arm,,1041.0,2021,,,
Salmon Arm,,1155.0,2022,,,
Salmon Arm,,1277.0,2023,,,
Salmon Arm,,1208.0,2024,,,
Salmon Arm,,1336.0,2025,,,
Sarnia,,955.0,2015,,,
Sarnia,,987.0,2016,,,
Sarnia,,993.0,2017,,,
Sarnia,,1004.0,2018,,,
Sarnia,,997.0,2019,,,
Sarnia,,1142.0,2020,,,
Sarnia,,1127.0,2021,,,
Sarnia,,1202.0,2022,,,
Sarnia,,1293.0,2023,,,
Sarnia,,1473.0,2024,,,
Sarnia,,1502.0,2025,,,
Saskatoon,,1088.0,2015,,214400.0,16525.0
Saskatoon,,1101.0,2016,,203366.66666666666,18755.0
Saskatoon,,1084.0,2017,,197300.0,20035.0
Saskatoon,,1112.0,2018,,188025.0,22850.0
Saskatoon,39.0,1129.0,2019,14202.0,176133.33333333334,25845.0
Saskatoon,34.5,1166.0,2020,14687.0,177791.66666666666,22385.0
Saskatoon,26.0,1183.0,2021,15263.0,191075.0,26295.0
Saskatoon,37.4,1243.0,2022,15887.0,203500.0,33885.0
Saskatoon,33.1,1360.0,2023,16958.0,209566.66666666666,46710.0
Saskatoon,36.5,1471.0,2024,17472.0,232941.66666666666,52490.0
Saskatoon,28.6,1548.0,2025,18171.0,253583.33333333334,
Saugeen Shores,,885.0,2015,,,
Saugeen Shores,,863.0,2016,,,
Saugeen Shores,,852.0,2017,,,
Saugeen Shores,,953.0,2018,,,
Saugeen Shores,,1063.0,2019,,,
Saugeen Shores,,1173.0,2020,,,
Saugeen Shores,,1313.0,2021,,,
Saugeen Shores,,1457.0,2022,,,
Saugeen Shores,,1575.0,2023,,,
Saugeen Shores,,1708.0,2024,,,
Saugeen Shores,,1790.0,2025,,,
Sault Ste. Marie,,836.0,2015,,,
Sault Ste. Marie,,875.0,2016,,,
Sault Ste. Marie,,909.0,2017,,,
Sault Ste. Marie,,973.0,2018,,,
Sault Ste. Marie,,921.0,2019,,,
Sault Ste. Marie,,937.0,2020,,,
Sault Ste. Marie,,1057.0,2021,,,
Sault Ste. Marie,,1092.0,2022,,,
Sault Ste. Marie,,1187.0,2023,,,
Sault Ste. Marie,,1275.0,2024,,,
Sault Ste. Marie,,1394.0,2025,,,
Scugog,,935.0,2015,,,
Scugog,,922.0,2016,,,
Scugog,,871.0,2017,,,
Scugog,,876.0,2018,,,
Scugog,,1002.0,2019,,,
Scugog,,1064.0,2020,,,
Scugog,,1198.0,2021,,,
Scugog,,1265.0,2022,,,
Scugog,,1244.0,2023,,,
Scugog,,1327.0,2024,,,
Scugog,,1452.0,2025,,,
Sept-Îles,,687.0,2015,,,
Sept-Îles,,680.0,2016,,,
Sept-Îles,,698.0,2017,,,
Sept-Îles,,699.0,2018,,,
Sept-Îles,,704.0,2019,,,
Sept-Îles,,723.0,2020,,,
Sept-Îles,,736.0,2021,,,
Sept-Îles,,756.0,2022,,,
Sept-Îles,,875.0,2023,,,
Sept-Îles,,833.0,2024,,,
Sept-Îles,,956.0,2025,,,
Shawinigan,,465.0,2015,,,
Shawinigan,,477.0,2016,,,
Shawinigan,,481.0,2017,,,
Shawinigan,,490.0,2018,,,
Shawinigan,,508.0,2019,,,
Shawinigan,,497.0,2020,,,
Shawinigan,,552.0,2021,,,
Shawinigan,,631.0,2022,,,
Shawinigan,,704.0,2023,,,
Shawinigan,,771.0,2024,,,
Shawinigan,,830.0,2025,,,
Sherbrooke,,608.0,2015,,,
Sherbrooke,,622.0,2016,,,
Sherbrooke,,631.0,2017,,,
Sherbrooke,,639.0,2018,,,
Sherbrooke,,658.0,2019,,,
Sherbrooke,,671.0,2020,,,
Sherbrooke,,727.0,2021,,,
Sherbrooke,,808.0,2022,,,
Sherbrooke,,901.0,2023,,,
Sherbrooke,,1001.0,2024,,,
Sherbrooke,,1062.0,2025,,,
Sorel-Tracy,,533.0,2015,,,
Sorel-Tracy,,554.0,2016,,,
Sorel-Tracy,,567.0,2017,,,
Sorel-Tracy,,590.0,2018,,,
Sorel-Tracy,,610.0,2019,,,
Sorel-Tracy,,633.0,2020,,,
Sorel-Tracy,,663.0,2021,,,
Sorel-Tracy,,706.0,2022,,,
Sorel-Tracy,,776.0,2023,,,
Sorel-Tracy,,852.0,2024,,,
Sorel-Tracy,,943.0,2025,,,
Squamish,,985.0,2015,,,
Squamish,,1003.0,2016,,,
Squamish,,1170.0,2017,,,
Squamish,,1248.0,2018,,,
Squamish,,1221.0,2019,,,
Squamish,,1620.0,2020,,,
Squamish,,1720.0,2021,,,
Squamish,,1930.0,2022,,,
Squamish,,1791.0,2023,,,
Squamish,,2190.0,2024,,,
Squamish,,2179.0,2025,,,
St. Catharines-Niagara,,907.0,2015,,,
St. Catharines-Niagara,,957.0,2016,,,
St. Catharines-Niagara,,992.0,2017,,,
St. Catharines-Niagara,,1035.0,2018,,,
St. Catharines-Niagara,,1091.0,2019,,,
St. Catharines-Niagara,,1141.0,2020,,,
St. Catharines-Niagara,,1191.0,2021,,,
St. Catharines-Niagara,,1258.0,2022,,,
St. Catharines-Niagara,,1389.0,2023,,,
St. Catharines-Niagara,,1475.0,2024,,,
St. Catharines-Niagara,,1527.0,2025,,,
St. Johns,,919.0,2015,,210025.0,10150.0
St. Johns,,951.0,2016,,200900.0,11180.0
St. Johns,,934.0,2017,,191625.0,12100.0
St. Johns,,955.0,2018,,189241.66666666666,14710.0
St. Johns,,960.0,2019,,183500.0,17340.0
St. Johns,,971.0,2020,,180958.33333333334,14760.0
St. Johns,,1018.0,2021,,183533.33333333334,15710.0
St. Johns,,1033.0,2022,,204858.33333333334,19885.0
St. Johns,,1189.0,2023,,217691.66666666666,24625.0
St. Johns,,1242.0,2024,,236066.66666666666,22380.0
St. Johns,,1348.0,2025,,251991.66666666666,
Steinbach,,749.0,2015,,,
Steinbach,,764.0,2016,,,
Steinbach,,773.0,2017,,,
Steinbach,,797.0,2018,,,
Steinbach,,826.0,2019,,,
Steinbach,,852.0,2020,,,
Steinbach,,877.0,2021,,,
Steinbach,,942.0,2022,,,
Steinbach,,968.0,2023,,,
Steinbach,,1025.0,2024,,,
Steinbach,,991.0,2025,,,
Stratford,,854.0,2015,,,
Stratford,,872.0,2016,,,
Stratford,,904.0,2017,,,
Stratford,,945.0,2018,,,
Stratford,,990.0,2019,,,
Stratford,,1077.0,2020,,,
Stratford,,1139.0,2021,,,
Stratford,,1454.0,2022,,,
Stratford,,1563.0,2023,,,
Stratford,,1591.0,2024,,,
Stratford,,1663.0,2025,,,
Strathmore,,965.0,2015,,,
Strathmore,,1000.0,2016,,,
Strathmore,,999.0,2017,,,
Strathmore,,968.0,2018,,,
Strathmore,,968.0,2019,,,
Strathmore,,984.0,2020,,,
Strathmore,,1019.0,2021,,,
Strathmore,,1192.0,2022,,,
Strathmore,,1217.0,2023,,,
Strathmore,,1459.0,2024,,,
Strathmore,,1520.0,2025,,,
Summerland,,772.0,2015,,,
Summerland,,772.0,2016,,,
Summerland,,798.0,2017,,,
Summerland,,845.0,2018,,,
Summerland,,893.0,2019,,,
Summerland,,1341.0,2020,,,
Summerland,,1373.0,2021,,,
Summerland,,1419.0,2022,,,
Summerland,,1520.0,2023,,,
Summerland,,1597.0,2024,,,
Summerland,,1671.0,2025,,,
Summerside,,773.0,2015,,,
Summerside,,782.0,2016,,,
Summerside,,810.0,2017,,,
Summerside,,842.0,2018,,,
Summerside,,860.0,2019,,,
Summerside,,889.0,2020,,,
Summerside,,912.0,2021,,,
Summerside,,930.0,2022,,,
Summerside,,935.0,2023,,,
Summerside,,1097.0,2024,,,
Summerside,,1241.0,2025,,,
Swift Current,,833.0,2015,,,
Swift Current,,824.0,2016,,,
Swift Current,,844.0,2017,,,
Swift Current,,872.0,2018,,,
Swift Current,,847.0,2019,,,
Swift Current,,838.0,2020,,,
Swift Current,,848.0,2021,,,
Swift Current,,868.0,2022,,,
Swift Current,,967.0,2023,,,
Swift Current,,977.0,2024,,,
Swift Current,,999.0,2025,,,
Sylvan Lake,,1022.0,2015,,,
Sylvan Lake,,981.0,2016,,,
Sylvan Lake,,948.0,2017,,,
Sylvan Lake,,966.0,2018,,,
Sylvan Lake,,963.0,2019,,,
Sylvan Lake,,1011.0,2020,,,
Sylvan Lake,,1015.0,2021,,,
Sylvan Lake,,1078.0,2022,,,
Sylvan Lake,,1145.0,2023,,,
Sylvan Lake,,1314.0,2024,,,
Sylvan Lake,,1467.0,2025,,,
Temiskaming Shores,,740.0,2015,,,
Temiskaming Shores,,726.0,2016,,,
Temiskaming Shores,,0.0,2020,,,
Temiskaming Shores,,0.0,2021,,,
Temiskaming Shores,,0.0,2022,,,
Temiskaming Shores,,0.0,2023,,,
Temiskaming Shores,,0.0,2024,,,
Temiskaming Shores,,0.0,2025,,,
Terrace,,862.0,2015,,,
Terrace,,872.0,2016,,,
Terrace,,816.0,2017,,,
Terrace,,887.0,2018,,,
Terrace,,952.0,2019,,,
Terrace,,946.0,2020,,,
Terrace,,992.0,2021,,,
Terrace,,1162.0,2022,,,
Terrace,,1128.0,2023,,,
Terrace,,1076.0,2024,,,
Terrace,,1205.0,2025,,,
The Nation,,716.0,2015,,,
The Nation,,665.0,2016,,,
The Nation,,711.0,2017,,,
The Nation,,691.0,2019,,,
The Nation,,1692.0,2025,,,
Thetford Mines,,469.0,2015,,,
Thetford Mines,,488.0,2016,,,
Thetford Mines,,502.0,2017,,,
Thetford Mines,,504.0,2018,,,
Thetford Mines,,514.0,2019,,,
Thetford Mines,,541.0,2020,,,
Thetford Mines,,571.0,2021,,,
Thetford Mines,,601.0,2022,,,
Thetford Mines,,644.0,2023,,,
Thetford Mines,,743.0,2024,,,
Thetford Mines,,819.0,2025,,,
Thompson,,894.0,2015,,,
Thompson,,887.0,2016,,,
Thompson,,923.0,2017,,,
Thompson,,936.0,2018,,,
Thompson,,972.0,2019,,,
Thompson,,1003.0,2020,,,
Thompson,,1024.0,2021,,,
Thompson,,1096.0,2022,,,
Thompson,,1067.0,2023,,,
Thompson,,1095.0,2024,,,
Thompson,,1136.0,2025,,,
Thunder Bay,,919.0,2015,,,
Thunder Bay,,939.0,2016,,,
Thunder Bay,,957.0,2017,,,
Thunder Bay,,1037.0,2018,,,
Thunder Bay,,1073.0,2019,,,
Thunder Bay,,1089.0,2020,,,
Thunder Bay,,1116.0,2021,,,
Thunder Bay,,1173.0,2022,,,
Thunder Bay,,1322.0,2023,,,
Thunder Bay,,1438.0,2024,,,
Thunder Bay,,1493.0,2025,,,
Tillsonburg,,759.0,2015,,,
Tillsonburg,,804.0,2016,,,
Tillsonburg,,880.0,2017,,,
Tillsonburg,,872.0,2018,,,
Tillsonburg,,959.0,2019,,,
Tillsonburg,,992.0,2020,,,
Tillsonburg,,1088.0,2021,,,
Tillsonburg,,1138.0,2022,,,
Tillsonburg,,1088.0,2023,,,
Tillsonburg,,1258.0,2024,,,
Tillsonburg,,1308.0,2025,,,
Timmins,,884.0,2015,,,
Timmins,,960.0,2016,,,
Timmins,,938.0,2017,,,
Timmins,,944.0,2018,,,
Timmins,,999.0,2019,,,
Timmins,,1033.0,2020,,,
Timmins,,1034.0,2021,,,
Timmins,,1070.0,2022,,,
Timmins,,1228.0,2023,,,
Timmins,,1213.0,2024,,,
Timmins,,1291.0,2025,,,
Toronto,,1286.0,2015,,322225.0,9785.0
Toronto,,1326.0,2016,,352550.0,11105.0
Toronto,,1403.0,2017,,439583.3333333333,12990.0
Toronto,,1468.0,2018,,482375.0,15020.0
Toronto,11.2,1562.0,2019,315630.0,516066.6666666667,16015.0
Toronto,9.5,1635.0,2020,318613.0,561208.3333333334,14290.0
Toronto,8.0,1679.0,2021,320152.0,621783.3333333334,15380.0
Toronto,14.4,1779.0,2022,327263.0,678616.6666666666,17480.0
Toronto,9.8,1961.0,2023,325494.0,640975.0,21270.0
Toronto,8.3,1974.0,2024,334748.0,621191.6666666666,20930.0
Toronto,6.4,2046.0,2025,336180.0,580225.0,
Trois-Rivières,,582.0,2015,,,
Trois-Rivières,,588.0,2016,,,
Trois-Rivières,,594.0,2017,,,
Trois-Rivières,,601.0,2018,,,
Trois-Rivières,,626.0,2019,,,
Trois-Rivières,,622.0,2020,,,
Trois-Rivières,,659.0,2021,,,
Trois-Rivières,,719.0,2022,,,
Trois-Rivières,,781.0,2023,,,
Trois-Rivières,,888.0,2024,,,
Trois-Rivières,,1017.0,2025,,,
Truro,,814.0,2015,,,
Truro,,824.0,2016,,,
Truro,,836.0,2017,,,
Truro,,851.0,2018,,,
Truro,,870.0,2019,,,
Truro,,918.0,2020,,,
Truro,,931.0,2021,,,
Truro,,957.0,2022,,,
Truro,,1018.0,2023,,,
Truro,,1122.0,2024,,,
Truro,,1273.0,2025,,,
Val-d'Or,,602.0,2015,,,
Val-d'Or,,621.0,2016,,,
Val-d'Or,,630.0,2017,,,
Val-d'Or,,652.0,2018,,,
Val-d'Or,,672.0,2019,,,
Val-d'Or,,704.0,2020,,,
Val-d'Or,,732.0,2021,,,
Val-d'Or,,782.0,2022,,,
Val-d'Or,,888.0,2023,,,
Val-d'Or,,968.0,2024,,,
Val-d'Or,,1071.0,2025,,,
Vancouver,,1375.0,2015,,395433.3333333333,40.0
Vancouver,,1459.0,2016,,478916.6666666667,45.0
Vancouver,,1558.0,2017,,579908.3333333334,185.0
Vancouver,,1652.0,2018,,645516.6666666666,205.0
Vancouver,14.1,1748.0,2019,110753.0,604316.6666666666,225.0
Vancouver,13.6,1792.0,2020,113141.0,621141.6666666666,145.0
Vancouver,11.8,1824.0,2021,114743.0,670908.3333333334,165.0
Vancouver,11.7,2002.0,2022,118548.0,742341.6666666666,155.0
Vancouver,10.7,2181.0,2023,121692.0,753625.0,175.0
Vancouver,8.1,2314.0,2024,124159.0,765850.0,220.0
Vancouver,9.1,2363.0,2025,127091.0,740783.3333333334,
Vernon,,821.0,2015,,,
Vernon,,863.0,2016,,,
Vernon,,913.0,2017,,,
Vernon,,946.0,2018,,,
Vernon,,1075.0,2019,,,
Vernon,,1175.0,2020,,,
Vernon,,1244.0,2021,,,
Vernon,,1333.0,2022,,,
Vernon,,1427.0,2023,,,
Vernon,,1513.0,2024,,,
Vernon,,1607.0,2025,,,
Victoria,,1129.0,2015,,264708.3333333333,40.0
Victoria,,1187.0,2016,,301050.0,45.0
Victoria,,1287.0,2017,,360058.3333333333,185.0
Victoria,,1403.0,2018,,402616.6666666667,205.0
Victoria,18.1,1448.0,2019,26120.0,409191.6666666667,225.0
Victoria,20.8,1507.0,2020,27499.0,430158.3333333333,145.0
Victoria,18.4,1571.0,2021,28160.0,491866.6666666667,165.0
Victoria,16.3,1699.0,2022,29571.0,582116.6666666666,155.0
Victoria,15.0,1839.0,2023,31064.0,558583.3333333334,175.0
Victoria,15.7,1993.0,2024,32850.0,553825.0,220.0
Victoria,14.6,2120.0,2025,34143.0,551350.0,
Victoriaville,,529.0,2015,,,
Victoriaville,,525.0,2016,,,
Victoriaville,,541.0,2017,,,
Victoriaville,,570.0,2018,,,
Victoriaville,,579.0,2019,,,
Victoriaville,,640.0,2020,,,
Victoriaville,,670.0,2021,,,
Victoriaville,,720.0,2022,,,
Victoriaville,,770.0,2023,,,
Victoriaville,,916.0,2024,,,
Victoriaville,,991.0,2025,,,
West Grey,,644.0,2015,,,
West Grey,,720.0,2016,,,
West Grey,,750.0,2017,,,
West Grey,,706.0,2018,,,
West Grey,,758.0,2019,,,
West Grey,,1055.0,2025,,,
West Hants,,658.0,2017,,,
West Nipissing,,777.0,2015,,,
West Nipissing,,795.0,2016,,,
West Nipissing,,824.0,2017,,,
West Nipissing,,833.0,2018,,,
West Nipissing,,804.0,2019,,,
West Nipissing,,841.0,2020,,,
West Nipissing,,894.0,2021,,,
West Nipissing,,946.0,2022,,,
West Nipissing,,958.0,2023,,,
West Nipissing,,1049.0,2024,,,
West Nipissing,,1151.0,2025,,,
Wetaskiwin,,989.0,2015,,,
Wetaskiwin,,933.0,2016,,,
Wetaskiwin,,994.0,2017,,,
Wetaskiwin,,970.0,2018,,,
Wetaskiwin,,1006.0,2019,,,
Wetaskiwin,,1041.0,2020,,,
Wetaskiwin,,1031.0,2021,,,
Wetaskiwin,,1068.0,2022,,,
Wetaskiwin,,1162.0,2023,,,
Wetaskiwin,,1285.0,2024,,,
Wetaskiwin,,1294.0,2025,,,
Williams Lake,,726.0,2015,,,
Williams Lake,,776.0,2016,,,
Williams Lake,,774.0,2017,,,
Williams Lake,,865.0,2018,,,
Williams Lake,,847.0,2019,,,
Williams Lake,,903.0,2020,,,
Williams Lake,,963.0,2021,,,
Williams Lake,,970.0,2022,,,
Williams Lake,,1764.0,2023,,,
Williams Lake,,1052.0,2024,,,
Williams Lake,,1455.0,2025,,,
Windsor,,823.0,2015,,127258.33333333333,9785.0
Windsor,,850.0,2016,,126200.0,11105.0
Windsor,,868.0,2017,,145950.0,12990.0
Windsor,,915.0,2018,,193408.33333333334,15020.0
Windsor,,946.0,2019,,243725.0,16015.0
Windsor,,1038.0,2020,,266316.6666666667,14290.0
Windsor,,1152.0,2021,,336066.6666666667,15380.0
Windsor,,1194.0,2022,,401525.0,17480.0
Windsor,,1246.0,2023,,389258.3333333333,21270.0
Windsor,,1376.0,2024,,395925.0,20930.0
Windsor,,1451.0,2025,,391700.0,
Winnipeg,,1043.0,2015,,197825.0,5560.0
Winnipeg,,1066.0,2016,,194766.66666666666,6170.0
Winnipeg,,1107.0,2017,,200341.66666666666,6560.0
Winnipeg,,1180.0,2018,,197058.33333333334,7630.0
Winnipeg,25.5,1223.0,2019,60629.0,194783.33333333334,8875.0
Winnipeg,24.4,1262.0,2020,62453.0,194566.66666666666,7710.0
Winnipeg,13.6,1317.0,2021,65368.0,204408.33333333334,8540.0
Winnipeg,17.7,1350.0,2022,67651.0,216908.33333333334,10490.0
Winnipeg,19.2,1427.0,2023,69460.0,215133.33333333334,14050.0
Winnipeg,19.2,1507.0,2024,73270.0,220225.0,14205.0
Winnipeg,18.5,1571.0,2025,75154.0,229641.66666666666,
Wood Buffalo,,1841.0,2015,,,
Wood Buffalo,,1454.0,2016,,,
Wood Buffalo,,1544.0,2017,,,
Wood Buffalo,,1497.0,2018,,,
Wood Buffalo,,1438.0,2019,,,
Wood Buffalo,,1384.0,2020,,,
Wood Buffalo,,1352.0,2021,,,
Wood Buffalo,,1311.0,2022,,,
Wood Buffalo,,1391.0,2023,,,
Wood Buffalo,,1456.0,2024,,,
Wood Buffalo,,1457.0,2025,,,
Woodstock,,1145.0,2015,,,
Woodstock,,1160.0,2016,,,
Woodstock,,1240.0,2017,,,
Woodstock,,998.0,2018,,,
Woodstock,,1322.0,2019,,,
Woodstock,,1394.0,2020,,,
Woodstock,,1284.0,2021,,,
Woodstock,,1432.0,2022,,,
Woodstock,,1446.0,2023,,,
Woodstock,,1530.0,2024,,,
Woodstock,,1645.0,2025,,,
Yarmouth,,517.0,2015,,,
Yarmouth,,531.0,2016,,,
Yarmouth,,512.0,2017,,,
Yarmouth,,0.0,2020,,,
Yarmouth,,0.0,2021,,,
Yarmouth,,0.0,2022,,,
Yarmouth,,0.0,2023,,,
Yarmouth,,0.0,2024,,,
Yarmouth,,0.0,2025,,,
Yellowhead County,,0.0,2023,,,
Yellowhead County,,0.0,2024,,,
Yellowhead County,,0.0,2025,,,
Yellowknife,,1692.0,2015,,,
Yellowknife,,1637.0,2016,,,
Yellowknife,,1697.0,2017,,,
Yellowknife,,1695.0,2018,,,
Yellowknife,,1744.0,2019,,,
Yellowknife,,1766.0,2020,,,
Yellowknife,,1802.0,2021,,,
Yellowknife,,1828.0,2022,,,
Yellowknife,,1869.0,2023,,,
Yellowknife,,2021.0,2024,,,
Yellowknife,,2109.0,2025,,,
Yorkton,,903.0,2015,,,
Yorkton,,913.0,2016,,,
Yorkton,,924.0,2017,,,
Yorkton,,925.0,2018,,,
Yorkton,,936.0,2019,,,
Yorkton,,944.0,2020,,,
Yorkton,,971.0,2021,,,
Yorkton,,1001.0,2022,,,
Yorkton,,1076.0,2023,,,
Yorkton,,1146.0,2024,,,
Yorkton,,1217.0,2025,,,
